,payment method,categoria Horeca,metodo Pagamento,venduto,citta,macroregione,regione,provincia,data,transazione media,Profitto
2492,maestro,Pizzeria,buono pasto,433335,Balvano,Sud,Basilicata,Potenza,2025-10-28,29,91283
2493,mastercard,Enoteca,satispay,965914,Balvano,Sud,Basilicata,Potenza,2025-10-29,7,235664
2494,bancomat,Pizzeria,contante,233786,Balvano,Sud,Basilicata,Potenza,2025-10-30,36,62935
2495,carta fedelta,Pasticceria,mastercard,702348,Balvano,Sud,Basilicata,Potenza,2025-10-31,54,221824
2496,visa,Enoteca,carta fedelta,761127,Balvano,Sud,Basilicata,Potenza,2025-11-01,16,91587
2497,postepay,Ristorante,maestro,795434,Balvano,Sud,Basilicata,Potenza,2025-11-02,28,281640
2498,paypal,Stabilimento Balneare,contante,198384,Balvano,Sud,Basilicata,Potenza,2025-11-03,28,94923
2499,satispay,Bar,carta fedelta,585890,Balvano,Sud,Basilicata,Potenza,2025-11-04,86,245298
2500,contante,Bar,satispay,49523,Baragiano,Sud,Basilicata,Potenza,2025-11-05,68,11470
2501,buono pasto,Hotel,buono pasto,990620,Baragiano,Sud,Basilicata,Potenza,2025-11-06,55,269469
2502,maestro,Ristorante,paypal,513627,Baragiano,Sud,Basilicata,Potenza,2025-11-07,62,30357
2503,mastercard,Stabilimento Balneare,satispay,245193,Baragiano,Sud,Basilicata,Potenza,2025-11-08,63,84689
2504,bancomat,Pasticceria,bancomat,361128,Baragiano,Sud,Basilicata,Potenza,2025-11-09,74,100436
2505,carta fedelta,Pizzeria,mastercard,908965,Baragiano,Sud,Basilicata,Potenza,2025-11-10,19,110443
2506,visa,Hotel,postepay,89924,Baragiano,Sud,Basilicata,Potenza,2025-11-11,72,6924
2507,postepay,Hotel,buono pasto,262727,Baragiano,Sud,Basilicata,Potenza,2025-11-12,58,129509
2508,paypal,Pizzeria,paypal,637365,Baragiano,Sud,Basilicata,Potenza,2025-11-13,69,246283
2509,satispay,Stabilimento Balneare,satispay,693960,Baragiano,Sud,Basilicata,Potenza,2025-11-14,80,207187
2510,contante,Pizzeria,paypal,102383,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-15,32,29153
2511,buono pasto,Stabilimento Balneare,visa,923607,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-16,22,188819
2512,maestro,Pasticceria,mastercard,906432,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-17,66,180732
2513,mastercard,Stabilimento Balneare,carta fedelta,117568,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-18,13,57452
2514,bancomat,Pasticceria,mastercard,186244,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-19,88,16949
2515,carta fedelta,Pasticceria,mastercard,836821,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-20,34,240801
2516,visa,Ristorante,mastercard,908745,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-21,49,386453
2517,postepay,Ristorante,buono pasto,585998,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-22,80,178723
2518,paypal,Ristorante,contante,860943,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-23,60,76963
2519,satispay,Pasticceria,maestro,856719,Palazzo San Gervasio,Sud,Basilicata,Potenza,2025-11-24,65,281420
2520,contante,Enoteca,mastercard,445239,Paterno,Sud,Basilicata,Potenza,2025-11-25,65,53558
2521,buono pasto,Enoteca,postepay,723334,Paterno,Sud,Basilicata,Potenza,2025-11-26,47,195324
2522,maestro,Bar,paypal,180524,Paterno,Sud,Basilicata,Potenza,2025-11-27,92,73815
2523,mastercard,Pizzeria,buono pasto,431545,Paterno,Sud,Basilicata,Potenza,2025-11-28,32,32029
2524,bancomat,Hotel,paypal,346841,Paterno,Sud,Basilicata,Potenza,2025-11-29,2,95521
2525,carta fedelta,Ristorante,buono pasto,514194,Paterno,Sud,Basilicata,Potenza,2025-11-30,94,84882
2526,visa,Ristorante,buono pasto,991741,Paterno,Sud,Basilicata,Potenza,2025-12-01,22,453962
2527,postepay,Bar,contante,45902,Paterno,Sud,Basilicata,Potenza,2025-12-02,3,7273
2528,paypal,Ristorante,carta fedelta,749222,Paterno,Sud,Basilicata,Potenza,2025-12-03,35,131279
2529,satispay,Enoteca,satispay,707620,Paterno,Sud,Basilicata,Potenza,2025-12-04,44,215854
2530,contante,Pasticceria,postepay,30681,Matera,Sud,Basilicata,Matera,2025-12-05,7,4642
2531,buono pasto,Ristorante,carta fedelta,100483,Matera,Sud,Basilicata,Matera,2025-12-06,89,15045
2532,maestro,Enoteca,buono pasto,102751,Matera,Sud,Basilicata,Matera,2025-12-07,50,16892
2533,mastercard,Pasticceria,postepay,462586,Matera,Sud,Basilicata,Matera,2025-12-08,84,134694
2534,bancomat,Hotel,bancomat,873545,Matera,Sud,Basilicata,Matera,2025-12-09,35,274047
2535,carta fedelta,Bar,contante,570263,Matera,Sud,Basilicata,Matera,2025-12-10,10,180983
2536,visa,Ristorante,mastercard,437751,Matera,Sud,Basilicata,Matera,2025-12-11,80,166430
2537,postepay,Pasticceria,paypal,50348,Matera,Sud,Basilicata,Matera,2025-12-12,52,8644
2538,paypal,Enoteca,carta fedelta,322540,Matera,Sud,Basilicata,Matera,2025-12-13,28,119740
2539,satispay,Bar,bancomat,216579,Matera,Sud,Basilicata,Matera,2025-12-14,11,70249
2540,contante,Hotel,maestro,148741,Laino Borgo,Sud,Calabria,Cosenza,2025-12-15,50,45634
2541,buono pasto,Pizzeria,satispay,302217,Laino Borgo,Sud,Calabria,Cosenza,2025-12-16,2,25883
2542,maestro,Enoteca,maestro,656763,Laino Borgo,Sud,Calabria,Cosenza,2025-12-17,88,63450
2543,mastercard,Enoteca,paypal,167092,Laino Borgo,Sud,Calabria,Cosenza,2025-12-18,78,33509
2544,bancomat,Hotel,bancomat,796052,Laino Borgo,Sud,Calabria,Cosenza,2025-12-19,45,170529
2545,carta fedelta,Pasticceria,satispay,911160,Laino Borgo,Sud,Calabria,Cosenza,2025-12-20,62,445646
2546,visa,Bar,buono pasto,494973,Laino Borgo,Sud,Calabria,Cosenza,2025-12-21,78,204818
2547,postepay,Pasticceria,contante,953626,Laino Borgo,Sud,Calabria,Cosenza,2025-12-22,77,74063
2548,paypal,Pasticceria,postepay,506553,Laino Borgo,Sud,Calabria,Cosenza,2025-12-23,28,22966
2549,satispay,Pasticceria,carta fedelta,912353,Laino Borgo,Sud,Calabria,Cosenza,2025-12-24,10,18288
2550,contante,Ristorante,bancomat,730978,Lungro,Sud,Calabria,Cosenza,2025-12-25,12,120694
2551,buono pasto,Bar,carta fedelta,572558,Lungro,Sud,Calabria,Cosenza,2025-12-26,11,13132
2552,maestro,Hotel,postepay,212014,Lungro,Sud,Calabria,Cosenza,2025-12-27,63,88847
2553,mastercard,Pizzeria,visa,5844,Lungro,Sud,Calabria,Cosenza,2025-12-28,9,1193
2554,bancomat,Bar,buono pasto,65771,Lungro,Sud,Calabria,Cosenza,2025-12-29,81,28829
2555,carta fedelta,Pizzeria,bancomat,238095,Lungro,Sud,Calabria,Cosenza,2025-12-30,97,71819
2556,visa,Bar,carta fedelta,828174,Lungro,Sud,Calabria,Cosenza,2025-12-31,94,124231
2557,postepay,Pizzeria,satispay,271853,Lungro,Sud,Calabria,Cosenza,2026-01-01,25,1908
2558,paypal,Hotel,paypal,418558,Lungro,Sud,Calabria,Cosenza,2026-01-02,49,152269
2559,satispay,Hotel,visa,545957,Lungro,Sud,Calabria,Cosenza,2026-01-03,35,171408
2560,contante,Bar,buono pasto,234710,Malito,Sud,Calabria,Cosenza,2026-01-04,38,43798
2561,buono pasto,Hotel,visa,638163,Malito,Sud,Calabria,Cosenza,2026-01-05,10,295991
2562,maestro,Bar,mastercard,329836,Malito,Sud,Calabria,Cosenza,2026-01-06,100,119705
2563,mastercard,Bar,buono pasto,519759,Malito,Sud,Calabria,Cosenza,2026-01-07,66,125381
2564,bancomat,Pizzeria,contante,848065,Malito,Sud,Calabria,Cosenza,2026-01-08,34,267342
2565,carta fedelta,Pasticceria,carta fedelta,495163,Malito,Sud,Calabria,Cosenza,2026-01-09,8,190030
2566,visa,Hotel,satispay,72750,Malito,Sud,Calabria,Cosenza,2026-01-10,27,32610
2567,postepay,Enoteca,paypal,415211,Malito,Sud,Calabria,Cosenza,2026-01-11,44,24379
2568,paypal,Enoteca,maestro,77431,Malito,Sud,Calabria,Cosenza,2026-01-12,58,12432
2569,satispay,Pasticceria,carta fedelta,730250,Malito,Sud,Calabria,Cosenza,2026-01-13,96,264195
2570,contante,Ristorante,buono pasto,267266,Mendicino,Sud,Calabria,Cosenza,2026-01-14,68,61795
2571,buono pasto,Ristorante,maestro,811096,Mendicino,Sud,Calabria,Cosenza,2026-01-15,54,327474
2572,maestro,Pizzeria,carta fedelta,539699,Mendicino,Sud,Calabria,Cosenza,2026-01-16,92,55478
2573,mastercard,Pizzeria,bancomat,662332,Mendicino,Sud,Calabria,Cosenza,2026-01-17,89,4442
2574,bancomat,Stabilimento Balneare,contante,715497,Mendicino,Sud,Calabria,Cosenza,2026-01-18,54,212553
2575,carta fedelta,Bar,maestro,463484,Mendicino,Sud,Calabria,Cosenza,2026-01-19,54,113168
2576,visa,Pizzeria,buono pasto,11482,Mendicino,Sud,Calabria,Cosenza,2026-01-20,48,316
2577,postepay,Pasticceria,carta fedelta,756280,Mendicino,Sud,Calabria,Cosenza,2026-01-21,82,154942
2578,paypal,Ristorante,buono pasto,317507,Mendicino,Sud,Calabria,Cosenza,2026-01-22,51,74896
2579,satispay,Pasticceria,contante,897774,Mendicino,Sud,Calabria,Cosenza,2026-01-23,11,68991
2580,contante,Hotel,buono pasto,374149,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-24,83,14598
2581,buono pasto,Bar,paypal,46289,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-25,69,15882
2582,maestro,Stabilimento Balneare,visa,422812,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-26,30,142005
2583,mastercard,Pizzeria,paypal,629874,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-27,21,189729
2584,bancomat,Ristorante,mastercard,821946,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-28,35,43267
2585,carta fedelta,Enoteca,contante,751756,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-29,59,53810
2586,visa,Pizzeria,paypal,948319,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-30,19,86170
2587,postepay,Enoteca,satispay,412983,Montalto Uffugo,Sud,Calabria,Cosenza,2026-01-31,40,175590
2588,paypal,Stabilimento Balneare,mastercard,648622,Montalto Uffugo,Sud,Calabria,Cosenza,2026-02-01,99,143496
2589,satispay,Bar,maestro,42150,Montalto Uffugo,Sud,Calabria,Cosenza,2026-02-02,49,7991
2590,contante,Stabilimento Balneare,contante,132184,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-03,63,16769
2591,buono pasto,Pizzeria,bancomat,629916,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-04,47,304617
2592,maestro,Hotel,carta fedelta,427467,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-05,24,10517
2593,mastercard,Hotel,maestro,477716,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-06,9,172953
2594,bancomat,Hotel,buono pasto,38305,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-07,47,17477
2595,carta fedelta,Bar,carta fedelta,108396,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-08,48,5906
2596,visa,Hotel,satispay,668625,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-09,76,262988
2597,postepay,Bar,buono pasto,28688,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-10,20,3839
2598,paypal,Bar,carta fedelta,346908,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-11,74,156600
2599,satispay,Ristorante,satispay,621308,Sant'Agata di Esaro,Sud,Calabria,Cosenza,2026-02-12,15,9342
2600,contante,Stabilimento Balneare,satispay,995783,Badolato,Sud,Calabria,Catanzaro,2026-02-13,9,245188
2601,buono pasto,Ristorante,visa,574343,Badolato,Sud,Calabria,Catanzaro,2026-02-14,77,99091
2602,maestro,Pizzeria,paypal,929818,Badolato,Sud,Calabria,Catanzaro,2026-02-15,81,1751
2603,mastercard,Pasticceria,contante,864381,Badolato,Sud,Calabria,Catanzaro,2026-02-16,80,278439
2604,bancomat,Enoteca,paypal,545757,Badolato,Sud,Calabria,Catanzaro,2026-02-17,32,8204
2605,carta fedelta,Stabilimento Balneare,paypal,854331,Badolato,Sud,Calabria,Catanzaro,2026-02-18,6,300905
2606,visa,Bar,visa,50670,Badolato,Sud,Calabria,Catanzaro,2026-02-19,6,6560
2607,postepay,Pasticceria,carta fedelta,355370,Badolato,Sud,Calabria,Catanzaro,2026-02-20,51,25309
2608,paypal,Hotel,mastercard,404516,Badolato,Sud,Calabria,Catanzaro,2026-02-21,59,173695
2609,satispay,Bar,visa,194253,Badolato,Sud,Calabria,Catanzaro,2026-02-22,30,19205
2610,contante,Bar,satispay,657390,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-02-23,69,212732
2611,buono pasto,Ristorante,paypal,98452,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-02-24,28,34687
2612,maestro,Pizzeria,satispay,154820,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-02-25,2,3180
2613,mastercard,Bar,satispay,874514,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-02-26,59,6676
2614,bancomat,Hotel,postepay,989654,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-02-27,29,430363
2615,carta fedelta,Ristorante,maestro,635692,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-02-28,38,197543
2616,visa,Hotel,paypal,761002,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-03-01,59,299101
2617,postepay,Pizzeria,mastercard,571882,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-03-02,9,135266
2618,paypal,Ristorante,mastercard,939148,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-03-03,18,97345
2619,satispay,Ristorante,postepay,646397,Caraffa di Catanzaro,Sud,Calabria,Catanzaro,2026-03-04,29,142201
2620,contante,Stabilimento Balneare,visa,239453,Cicala,Sud,Calabria,Catanzaro,2026-03-05,84,63753
2621,buono pasto,Enoteca,paypal,23501,Cicala,Sud,Calabria,Catanzaro,2026-03-06,30,5280
2622,maestro,Bar,contante,611382,Cicala,Sud,Calabria,Catanzaro,2026-03-07,26,126979
2623,mastercard,Bar,paypal,24326,Cicala,Sud,Calabria,Catanzaro,2026-03-08,37,3542
2624,bancomat,Bar,bancomat,445846,Cicala,Sud,Calabria,Catanzaro,2026-03-09,35,196421
2625,carta fedelta,Pasticceria,bancomat,60560,Cicala,Sud,Calabria,Catanzaro,2026-03-10,29,25364
2626,visa,Enoteca,contante,679342,Cicala,Sud,Calabria,Catanzaro,2026-03-11,32,277948
2627,postepay,Bar,buono pasto,131870,Cicala,Sud,Calabria,Catanzaro,2026-03-12,19,40504
2628,paypal,Hotel,paypal,991023,Cicala,Sud,Calabria,Catanzaro,2026-03-13,79,297051
2629,satispay,Bar,mastercard,527679,Cicala,Sud,Calabria,Catanzaro,2026-03-14,95,232189
2630,contante,Hotel,mastercard,332222,Falerna,Sud,Calabria,Catanzaro,2026-03-15,34,98603
2631,buono pasto,Enoteca,visa,875835,Falerna,Sud,Calabria,Catanzaro,2026-03-16,66,52890
2632,maestro,Ristorante,visa,117273,Falerna,Sud,Calabria,Catanzaro,2026-03-17,73,2670
2633,mastercard,Bar,visa,956216,Falerna,Sud,Calabria,Catanzaro,2026-03-18,81,397940
2634,bancomat,Pasticceria,postepay,786728,Falerna,Sud,Calabria,Catanzaro,2026-03-19,18,343822
2635,carta fedelta,Enoteca,paypal,809581,Falerna,Sud,Calabria,Catanzaro,2026-03-20,81,355183
2636,visa,Stabilimento Balneare,buono pasto,138399,Falerna,Sud,Calabria,Catanzaro,2026-03-21,44,50520
2637,postepay,Ristorante,visa,233711,Falerna,Sud,Calabria,Catanzaro,2026-03-22,71,67845
2638,paypal,Bar,mastercard,145656,Falerna,Sud,Calabria,Catanzaro,2026-03-23,55,58411
2639,satispay,Hotel,paypal,152054,Falerna,Sud,Calabria,Catanzaro,2026-03-24,78,28392
2640,contante,Bar,satispay,902187,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-03-25,84,112098
2641,buono pasto,Stabilimento Balneare,mastercard,856461,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-03-26,48,7622
2642,maestro,Stabilimento Balneare,postepay,922197,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-03-27,98,192754
2643,mastercard,Pizzeria,satispay,153947,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-03-28,12,11495
2644,bancomat,Stabilimento Balneare,mastercard,383627,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-03-29,11,77312
2645,carta fedelta,Stabilimento Balneare,carta fedelta,314048,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-03-30,10,118750
2646,visa,Ristorante,satispay,178807,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-03-31,51,86912
2647,postepay,Stabilimento Balneare,postepay,844385,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-04-01,79,126144
2648,paypal,Enoteca,mastercard,271231,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-04-02,3,85598
2649,satispay,Enoteca,mastercard,741102,Martirano Lombardo,Sud,Calabria,Catanzaro,2026-04-03,48,302359
2650,contante,Pizzeria,mastercard,626997,Palermiti,Sud,Calabria,Catanzaro,2026-04-04,55,59581
2651,buono pasto,Pizzeria,satispay,277806,Palermiti,Sud,Calabria,Catanzaro,2026-04-05,84,54403
2652,maestro,Stabilimento Balneare,carta fedelta,161659,Palermiti,Sud,Calabria,Catanzaro,2026-04-06,81,51690
2653,mastercard,Enoteca,carta fedelta,148028,Palermiti,Sud,Calabria,Catanzaro,2026-04-07,66,39240
2654,bancomat,Pizzeria,mastercard,366079,Palermiti,Sud,Calabria,Catanzaro,2026-04-08,61,123157
2655,carta fedelta,Pizzeria,postepay,491907,Palermiti,Sud,Calabria,Catanzaro,2026-04-09,17,195955
2656,visa,Pizzeria,bancomat,92059,Palermiti,Sud,Calabria,Catanzaro,2026-04-10,10,18307
2657,postepay,Stabilimento Balneare,carta fedelta,52897,Palermiti,Sud,Calabria,Catanzaro,2026-04-11,35,5706
2658,paypal,Hotel,contante,940883,Palermiti,Sud,Calabria,Catanzaro,2026-04-12,60,234910
2659,satispay,Hotel,mastercard,950584,Palermiti,Sud,Calabria,Catanzaro,2026-04-13,63,362905
2660,contante,Pizzeria,bancomat,429114,Cardeto,Sud,Calabria,Calabria,2026-04-14,87,27727
2661,buono pasto,Pasticceria,bancomat,75239,Cardeto,Sud,Calabria,Calabria,2026-04-15,50,696
2662,maestro,Bar,mastercard,38759,Cardeto,Sud,Calabria,Calabria,2026-04-16,6,11146
2663,mastercard,Enoteca,contante,232426,Cardeto,Sud,Calabria,Calabria,2026-04-17,53,51627
2664,bancomat,Bar,satispay,693879,Cardeto,Sud,Calabria,Calabria,2026-04-18,53,50009
2665,carta fedelta,Hotel,buono pasto,746306,Cardeto,Sud,Calabria,Calabria,2026-04-19,79,282416
2666,visa,Stabilimento Balneare,buono pasto,592268,Cardeto,Sud,Calabria,Calabria,2026-04-20,31,277300
2667,postepay,Bar,mastercard,940550,Cardeto,Sud,Calabria,Calabria,2026-04-21,58,205063
2668,paypal,Hotel,visa,215695,Cardeto,Sud,Calabria,Calabria,2026-04-22,6,5649
2669,satispay,Stabilimento Balneare,paypal,248414,Cardeto,Sud,Calabria,Calabria,2026-04-23,43,5589
2670,contante,Hotel,maestro,701120,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-04-24,38,174774
2671,buono pasto,Enoteca,paypal,996052,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-04-25,78,149254
2672,maestro,Pizzeria,maestro,474211,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-04-26,22,82559
2673,mastercard,Hotel,maestro,656103,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-04-27,47,99103
2674,bancomat,Hotel,mastercard,398433,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-04-28,10,86261
2675,carta fedelta,Bar,visa,463890,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-04-29,94,175588
2676,visa,Pizzeria,mastercard,167514,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-04-30,7,60260
2677,postepay,Pasticceria,paypal,16890,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-05-01,12,4849
2678,paypal,Enoteca,carta fedelta,65473,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-05-02,44,9174
2679,satispay,Pizzeria,contante,551835,Feroleto della Chiesa,Sud,Calabria,Calabria,2026-05-03,94,103579
2680,contante,Pasticceria,carta fedelta,907957,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-04,2,21948
2681,buono pasto,Enoteca,visa,534410,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-05,3,30264
2682,maestro,Bar,paypal,52868,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-06,95,8207
2683,mastercard,Pizzeria,visa,578987,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-07,97,235479
2684,bancomat,Hotel,mastercard,317091,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-08,84,110391
2685,carta fedelta,Pasticceria,contante,304840,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-09,56,62416
2686,visa,Pasticceria,mastercard,951305,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-10,62,7973
2687,postepay,Pasticceria,buono pasto,240848,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-11,56,60336
2688,paypal,Ristorante,mastercard,376933,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-12,63,89536
2689,satispay,Enoteca,maestro,393123,Gioiosa Ionica,Sud,Calabria,Calabria,2026-05-13,61,84729
2690,contante,Stabilimento Balneare,visa,790149,Laganadi,Sud,Calabria,Calabria,2026-05-14,16,296011
2691,buono pasto,Pizzeria,visa,664567,Laganadi,Sud,Calabria,Calabria,2026-05-15,73,11443
2692,maestro,Ristorante,carta fedelta,129822,Laganadi,Sud,Calabria,Calabria,2026-05-16,44,13108
2693,mastercard,Bar,bancomat,396827,Laganadi,Sud,Calabria,Calabria,2026-05-17,46,60250
2694,bancomat,Pasticceria,postepay,116828,Laganadi,Sud,Calabria,Calabria,2026-05-18,58,29102
2695,carta fedelta,Stabilimento Balneare,mastercard,782183,Laganadi,Sud,Calabria,Calabria,2026-05-19,29,350235
2696,visa,Bar,maestro,318250,Laganadi,Sud,Calabria,Calabria,2026-05-20,88,99506
2697,postepay,Ristorante,contante,177903,Laganadi,Sud,Calabria,Calabria,2026-05-21,75,33019
2698,paypal,Pasticceria,maestro,81102,Laganadi,Sud,Calabria,Calabria,2026-05-22,12,17785
2699,satispay,Hotel,satispay,634991,Laganadi,Sud,Calabria,Calabria,2026-05-23,21,89568
2700,contante,Pizzeria,carta fedelta,147953,Montebello Jonico,Sud,Calabria,Calabria,2026-05-24,89,60876
2701,buono pasto,Pasticceria,mastercard,16202,Montebello Jonico,Sud,Calabria,Calabria,2026-05-25,29,628
2702,maestro,Enoteca,mastercard,786732,Montebello Jonico,Sud,Calabria,Calabria,2026-05-26,61,95120
2703,mastercard,Pizzeria,bancomat,103549,Montebello Jonico,Sud,Calabria,Calabria,2026-05-27,54,7782
2704,bancomat,Ristorante,satispay,875196,Montebello Jonico,Sud,Calabria,Calabria,2026-05-28,72,53042
2705,carta fedelta,Pasticceria,mastercard,176155,Montebello Jonico,Sud,Calabria,Calabria,2026-05-29,15,81415
2706,visa,Hotel,visa,257865,Montebello Jonico,Sud,Calabria,Calabria,2026-05-30,6,85021
2707,postepay,Stabilimento Balneare,paypal,398476,Montebello Jonico,Sud,Calabria,Calabria,2026-05-31,79,37215
2708,paypal,Enoteca,mastercard,627763,Montebello Jonico,Sud,Calabria,Calabria,2026-06-01,2,233717
2709,satispay,Enoteca,visa,304287,Montebello Jonico,Sud,Calabria,Calabria,2026-06-02,44,94021
2710,contante,Bar,paypal,974702,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-03,18,183412
2711,buono pasto,Enoteca,postepay,39181,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-04,83,4039
2712,maestro,Enoteca,satispay,731834,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-05,16,23397
2713,mastercard,Pasticceria,carta fedelta,698595,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-06,83,128839
2714,bancomat,Hotel,carta fedelta,547483,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-07,76,267072
2715,carta fedelta,Ristorante,visa,223847,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-08,75,91229
2716,visa,Hotel,contante,847077,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-09,69,384734
2717,postepay,Stabilimento Balneare,postepay,664407,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-10,22,201948
2718,paypal,Pasticceria,carta fedelta,810706,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-11,69,75486
2719,satispay,Hotel,satispay,116090,Motta San Giovanni,Sud,Calabria,Calabria,2026-06-12,14,18799
2720,contante,Bar,buono pasto,985843,Platì,Sud,Calabria,Calabria,2026-06-13,86,307428
2721,buono pasto,Pasticceria,satispay,947152,Platì,Sud,Calabria,Calabria,2026-06-14,88,441302
2722,maestro,Pasticceria,buono pasto,575777,Platì,Sud,Calabria,Calabria,2026-06-15,54,193984
2723,mastercard,Pasticceria,paypal,158563,Platì,Sud,Calabria,Calabria,2026-06-16,83,42580
2724,bancomat,Ristorante,mastercard,100165,Platì,Sud,Calabria,Calabria,2026-06-17,98,24679
2725,carta fedelta,Pizzeria,mastercard,21701,Platì,Sud,Calabria,Calabria,2026-06-18,38,10805
2726,visa,Hotel,carta fedelta,139878,Platì,Sud,Calabria,Calabria,2026-06-19,16,59691
2727,postepay,Ristorante,mastercard,70945,Platì,Sud,Calabria,Calabria,2026-06-20,94,34305
2728,paypal,Stabilimento Balneare,contante,267720,Platì,Sud,Calabria,Calabria,2026-06-21,62,10196
2729,satispay,Pasticceria,postepay,667004,Platì,Sud,Calabria,Calabria,2026-06-22,62,292838
2730,contante,Ristorante,paypal,570487,Staiti,Sud,Calabria,Calabria,2026-06-23,100,14798
2731,buono pasto,Bar,visa,243724,Staiti,Sud,Calabria,Calabria,2026-06-24,61,91587
2732,maestro,Ristorante,carta fedelta,479517,Staiti,Sud,Calabria,Calabria,2026-06-25,59,124886
2733,mastercard,Pizzeria,paypal,589263,Staiti,Sud,Calabria,Calabria,2026-06-26,28,164056
2734,bancomat,Stabilimento Balneare,visa,863988,Staiti,Sud,Calabria,Calabria,2026-06-27,38,367240
2735,carta fedelta,Stabilimento Balneare,bancomat,415395,Staiti,Sud,Calabria,Calabria,2026-06-28,12,65193
2736,visa,Ristorante,visa,649334,Staiti,Sud,Calabria,Calabria,2026-06-29,69,311915
2737,postepay,Pizzeria,postepay,178022,Staiti,Sud,Calabria,Calabria,2026-06-30,54,18277
2738,paypal,Bar,paypal,796614,Staiti,Sud,Calabria,Calabria,2026-07-01,83,250074
2739,satispay,Enoteca,postepay,215299,Staiti,Sud,Calabria,Calabria,2026-07-02,61,9284
2740,contante,Bar,mastercard,40560,Rocca di Neto,Sud,Calabria,Crotone,2026-07-03,70,12448
2741,buono pasto,Pizzeria,bancomat,55058,Rocca di Neto,Sud,Calabria,Crotone,2026-07-04,77,19127
