,Unnamed: 0,service,location,products,reviewName,text,score,date,url,client
443,443,0,0,-1,Ghe sem minga - Ghe Sem Monti,"Maleducazione, supponenza e arroganza  Attesa biblica Dim sum mediocri  Edamame molto buoni Dolce purtroppo esaurito E se chiedete un gin tonic arriva il divertimento...se osate chiedere un hendricks con il cetriolo o il pepe amicizia del barman garantita in eterno. E nonostante 7 gin tonic nell'attesa ci sono ancora molto antipatici!",2,2017-03-01,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r463873233-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
444,444,1,1,1,boh... - Ghe Sem Monti,"Avvicinatomi con attenzione alle proposte un poco particolari di questo ristorante, mi sono trovato in un ambiente piuttosto confuso...l'identità era un mix di un bistrot, un ristorante, un posto da happy hour. Il cibo era interessante, la proposta piuttosto varia e accattivante anche se alcuni ripieni erano piuttosto difficili da digestire - caruccio il conto, medio il servizio.",3,2017-02-28,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r463486186-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
445,445,-1,-1,-1,Convinta a meta - Ghe Sem Monti,"Carina l'idea, cocktail top, ravioli fatti bene... il prezzo è però alto per quello che si mangia (calcolando di uscire sazi). Cheesecake fenomenale, ravioli preferiti, nduja e mascarpone.",3,2017-02-27,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r463258843-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
446,446,1,1,1,Originale - Ghe Sem Monti,"Siamo state a pranzo in questo posto consigliato da un amico... io e le mie amiche abbiamo preso il menù degustazione: tutti ravioli sfiziosi proposti in un ordine secondo me molto azzeccato per gustare al meglio tutti i sapori. Locale carino, forse un po' freddo, ma personale molto gentile e preparato. Prezzi un po' alti ma probabilmente necessari visto la ricercatezza di alcuni ingredienti. Da provare!",3,2017-02-26,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r463025905-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
447,447,1,1,-1,Niente di speciale un po' caro - Ghe Sem Monti,"A pranzo, ordinato vari tipi diversi di ravioli. Quelli di pollo e vitello buoni, gli altri da normali a poco buoni. Complessivamente niente di speciale. 4-5 euro per una coppia di ravioli A Milano si trova molto di meglio per qualità e prezzo ",3,2017-02-23,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r462305643-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
448,448,-1,0,0,Ghe sem...minga trop!!! - Ghe Sem Monti,"Quello che principalmente manca è l'esplosione di sapore: quasi tutti i Dim Sum non hanno un sapore eccezionale, non sono così tanto buoni da consigliare di andarci!!! Anche perché, spero sia stata la serata, ma si sono ricordati di portarci il menù dopo 30 minuti che eravamo seduti e anche per chiedere il dolce (unica cosa veramente buonissima!) ci siamo dovuti alzare per riuscire a farci notare! Eppure il locale è piccolo!!! Per quanto riguarda il conto, non è super economico, 2 ravioli dai 3 agli 8 euro, quindi di certo non si possono assaggiare tutti...però non è così eccessivo: una cena con vino, dolce e quantità giusta di ravioli...abbiamo speso 34 euro a testa! ",3,2017-02-19,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r461232817-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
449,449,1,1,1,Alternativo e consueto - Ghe Sem Monti,"Sì insomma, si mangia davvero molto bene, non c'è che dire. Noi eravamo in 4 in quello di vincenzo monti ...e con una prenotazione.  Qualche minuto di attesa fuori ma con un bollicine Franciacorta tra le mani. Locale piccolo piccolo ma accogliente. Personale gentile e alla fine la particolarità dei piatti si paga. Un po' rumoroso ma ci si sente a proprio agio. Posso proprio dire: ghe sem! Bravo il proprietario che ha saputo coniugare uno stile ormai consolidato del japan food, ai gusti casalinghi. Pazzeschi i ravioli al vapore con l'nduia.  Da provate sicuramente.",4,2017-02-19,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r461133249-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
450,450,1,1,1,"Un 6 ""stiracchiato"" - Ghe Sem Monti","Locale esteticamente davvero brutto, poco curato e un po' ""squallido"". Personale non molto gentile e poco preparato. I ravioli? Si buoni, alcuni molto buoni altri meno (il raviolo all'amatriciana disgustoso) ma nel complesso non male. Prezzo decisamente troppo alto...40 euro per il menù degustazione da 12 ravioli, un the caldo e acqua! Da provare ma non da ritornare! Voto: 6 ""stiracchiato"" ",3,2017-02-19,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r461057210-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
451,451,1,1,-1,Cena tranquilla - Ghe Sem Monti,"Per una cena tranquilla va bene , ti frena un po' il fatto che 2 pz €4/5 quindi ti limiti sul ordine, da non negare che riempiono abbastanza anche quei "" pochi"". la qualità si vede e si sente, una scelta ampia di ravioli, dai più delicati ai più decisi, consiglio quelli al pollo e curry che sono stati di mio gradimento,il servizio leggermente lento ma molto simpatici i camerieri. Quando mi verrà voglia di ravioli ci tronerob",4,2017-02-18,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r461025448-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
452,452,1,1,-1,ravioli insoliti - Ghe Sem Monti,"veramente tutto molto buono, una cucina insolita,due culture messe insieme.. per me una cosa azzeccata , la cortesia e il servizio impeccabile, mi sono trovata bene lo consiglio",4,2017-02-17,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r460633960-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
453,453,-1,-1,1,Ottima combo! - Ghe Sem Monti,"Ravioli cinesi con ripieni all'italiana. La cosa può sembrare strana, ma l'abbinamento è davvero ottimo e particolare! Consiglio il menù degustazione che offre 12 ravioli diversi tra loro, in modo di avere un assaggio di quasi tutti i ravioli sul menù. I più buoni sono quelli di fassona e cipolla caramellata: pazzeschi!!! Ottimi anche i cocktail da abbinare! Prezzi nella media per Milano",5,2017-02-13,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r459100083-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
454,454,1,1,1,Molto buona bella idea ma un pochino - Ghe Sem Monti,"Cena con amici, abbiamo provato la degustazione: siamo rimasti piacevolmente colpiti in positivo. Tutti i ravioli erano buonissimi, abbinamenti di sapori molto azzeccati. I cocktail altrettanto buoni, abbinamenti molto ricercati. Il locale nel complesso è accogliente e il personale alla mano. Direi che nel complesso è stato tutto ottimo, unica nota stonata é un po' il prezzo, a mio parere un pochino troppo alto. Ci ritornerò sicuramente.",3,2017-02-08,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r458150128-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
455,455,1,1,1,Ottimo ravioli servizio scadente - Ghe Sem Monti,"Abbiamo provato il piatto di degustazione e ci sono piaciuti tutti, ottimi davvero tutti gli abbinamenti proposti. Per quanto riguarda i cocktail siamo rimasti un po' delusi, ma forse siamo stati noi non in grado di apprezzarne la particolarità. Peccato per il servizio, veramente lento e disorganizzato pur essendo il locale piccolissimo, camerieri che non andavano d'accordo tra loro e disorganizzazione generale. ",3,2017-02-08,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r458132874-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
456,456,1,1,1,finalmente un'idea speciale - Ghe Sem Monti,"ottimo ristorante, cucinano solo ravioli cinesi con ripieni italiani. da provare la carbonara di mare, parmigiana, cotechino e lenticchie, fassona e cipolla caramellata. davvero strepitosi. anche il piatto degustazione con 12 assaggi rende bene l'idea per chi è spaesato nell'insolito menù. ottimi anche i cocktail, molto particolari. sono però piccoli e non bastano per accompagnare la cena, meglio allora una bottiglia di vino. prezzi normali per milano (35 a testa col vino). prenotare perchè è sempre pieno essendo piccolo. personale gentilissimo",5,2017-02-08,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r458064933-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
457,457,1,1,-1,Dim Sum all' italiana - Ghe Sem Monti,"Locale spartano, fanno solo ravioli cinesi (Dim Sum) ma con prodotti della tradizione italiana! Eccezionali quelli al tartufo e quelli con la cipolla caramellata. Molto buoni anche quelli all' osso buco. Da provare spesa media 30-35 euro",4,2017-02-06,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r457603737-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
458,458,1,1,1,Bellissima Sorpresa! - Ghe Sem Monti,Sono stato con un amico e devo fare i complimenti ai gestori per l'idea molto originale e per la qualità ottima dei Dim Sum rivisitati all'italiana.  Non capisco le recensioni negative su questo locale e soprattutto la critica ai prezzi elevati dei cocktail anche perché bisogna vedere nei cocktail che distillati vengono utilizzati e loro utilizzano prodotti premium con bottiglie che costano dai 40 euro in su!  Personale molto gentile e lo consiglio sia per aperitivo o come cena!  Appena riesco ritornerò sicuramente è lo consiglio vivamente.,5,2017-02-05,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r457316465-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
459,459,1,1,1,Buono e originale! - Ghe Sem Monti,Lo consiglio! Decisamente da provare per l'idea originale! Menu che offre ravioli con tanti gusti..buoni! Personale molto gentile che da benvenuto con tanto di spiegazione e consigli!,4,2017-02-04,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r457124504-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
460,460,1,1,-1,Da provare - Ghe Sem Monti,"Buonissimi! Consigliato per una cena leggera ma comunque sostanziosa. Molto buono quello ripieno di pollo al curry, il mio preferito tra i tanti. Uno sfizio da concedersi almeno una volta alla settimana ;) 10 ravioli (sono grandi),1 cocktail (straconsigliato asini che volano), 1 birra per 20 euro a persona Consigliata la prenotazione Personale gentile, educato e attento  Complimenti  ",5,2017-01-30,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r455971649-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
461,461,-1,1,-1,Idea interessante risultato medio - Ghe Sem Monti,"Ho cenato al Ghe Sem sabato sera. Locale gradevole, moderno, luci basse, tavolini piccoli, accogliente anche se affollato. Ho apprezzato l' idea e lo studio che sta dietro i dim sum rivisitati con ripieno all'italiana. Prezzi secondo noi troppo alti: 2 pezzi di dim sum vanno dai 4€ in su; cocktail dagli 8 ai 10€. Consigliato per una cena originale e ""diversa"". Risultato nella media.",3,2017-01-29,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r455703468-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
462,462,-1,-1,-1,A me piace - Ghe Sem Monti,Secondo me ci siamo ! I dim sum all'italiana sono buoni tanto da avere voglia di mangiarli uno dietro e l'altro.  Il personale è gentilissimo. Io cambierei solo l'arredamento perché tavoli e siede in plastica non mi piacciono .. Lo trovo un po' freddo ma a parte questo ci si torna volentieri.,5,2017-01-29,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r455700133-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
463,463,1,1,1,caro particolare ma alla fine deludente - Ghe Sem Monti,"buona accoglienza. il cameriere ci ha accolto bene ed è stato molto gentile a spiegarci il tipo di cucina e le portate. servizio alla fine veloce. ho provato i ravioli al pollo&amp;curry, fassona, pesce&amp;pomodoro e amatriciana. per drink ho scelto i malavoglia. fassona molto buona; pesce+pomodoro buono ma si sentiva troppo il pomodoro; pollo&amp;curry male non si sentiva il curry, solo il pollo frullato..sembrava lo spunty; amatriciana secca e troppo bacon. il drink era buona ma alla fine il sapore era di chinotto annacquato.  apprezzo l'originalità, l'impegno (non è facile tecnicamente l'operazione) e suggerisco di provarlo. ma alla fine risulta troppo caro rispetto al cibo mangiato.",2,2017-01-29,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r455690469-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
464,464,1,1,1,Da provare...se non si è affamati! - Ghe Sem Monti,"Locale non molto grande con tavolini piccoli. Non si presta per grandi compagnie piuttosto per coppie o piccoli gruppi (max 4). Noi eravamo in 3 ci hanno dato un tavolo da due.... Si mangiano esclusivamente Dim Sum ravioli cinesi serviti in porzioni da due con ripieno di amatriciana,fassona e cipolla , e altre combinazioni. Originale l'idea per una serata diversa. Si bevono cocktail i cui ingredienti sono anch'essi originali: sake,zenzero e Martini oppure gin al The verde etc. Conto salato: le porzioni di ravioli costano in media sui 5 euro e i cocktail 8. I dolci 7 euro con porzioni micro. Mediamente prevedete sui 30 euro di spesa e di alzarvi non sazi. Esperienza originale anche questa è Milano!",3,2017-01-29,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r455546209-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
465,465,1,1,-1,Particolare! - Ghe Sem Monti,"Locale carino e cameriere gentile e disponibile. Ravioli interessanti e particolari nel gusto. Drink dal sapore nuovo. L'unica pecca é il prezzo, troppo alto se si vuole uscire sazi. Da provare almeno una volta",3,2017-01-27,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r455275311-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
466,466,-1,-1,-1,Da provare ma una volta sola - Ghe Sem Monti,"Siamo stati a pranzo io e la mia ragazza. Ravioli buoni e che stimolano la curiosità ma decisamente overpriced, e ripeto DECISAMENTE. Una decina di ravioli almeno bisogna mangiarli e considerando che li paghi 2/4 euro l'uno, se si vuole prendere un cocktail si fa in fretta a pagare 80€ in due. Cocktail nella media, niente di che. Un po' una delusione. Contento di averlo provato perché ravioli con il ragù alla bolognese non ti capita spesso di provarli, ma non ci torno. Con i prezzi rivisti sarebbe meta fissa per me, ma così.......no.",2,2017-01-25,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r454701101-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
467,467,1,1,1,Particolare - Ghe Sem Monti,"Sono capitata in questo locale per caso, cercando un pub con i miei amici in un giorno feriale. Dentro era pieno ma il cameriere - gentilissimo - ci ha trovato comunque un tavolo. La lista dei cocktail è lunga e varia, ma ciò che rende speciale questo posto sono i Dim Sum, ravioli cinesi con ripieni tanto assortiti quanto inaspettati. Il posto è un po' caro ma per la cortesia, l'ambiente e la qualità del cibo vale sicuramente una visita (consiglio di prenotare in anticipo). ",3,2017-01-23,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r454299322-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
468,468,0,0,0,Che bella sorpresa - Ghe Sem Monti,"Sabato sera ( tardi) locale piccolo e 10 amici ,c'è da attendere per avere il tavolo. Nell'attesa ecco la prima sorpresa : il buonissimo SBARLAFUS aperitivo con Campari e zenzero.  A tavola un'esplosione di ravioli . Io ho provato tutti quelli vegetariani ( ottimi) ma la vera bontà è quello alla carbonara di mare Per finire un consiglio non andate mai via senza aver bevuto L'ASINO VOLANTE  Una cascata di piacere nella gola !!! Straconsigliato",5,2017-01-22,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r454035108-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
469,469,-1,-1,0,Buono ma disorganizzati e cari - Ghe Sem Monti,"Nonostante avessimo prenotato, ci fanno sedere dopo quasi 30minuti dall'orario previsto. Le ordinazione arrivano, finalmente, dopo 1h, ma mancava un piatto. Lo facciamo presente, ed il suddetto piatto arriva dopo circa 40 minuti e dopo diverse sollecitazioni da parte nostra (nel frattempo erano le 23.30 passate). Ovviamente al momento di ordinare i dolci, erano finiti. Arriva lo scontrino, ed il piatto mancante era stato contato due volte. Abbiamo dovuto farlo presente noi.  Peccato perchè l'idea è originale ed i piatti sono buoni, ma overall deludente.",2,2017-01-22,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r453945189-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
470,470,1,-1,1,Da provare - Ghe Sem Monti,Un menù con insoliti dim sum che fondono la tradizione asiatica con i sapori nostrani. Buonissimi. Ottimo servizio. Un po' piccoli i tavoli. Prezzi nella media di Milano. Io ci torno.,4,2017-01-22,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r453926396-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
471,471,-1,-1,1,Ma anche no. - Ghe Sem Monti,"Ho speso 38 euro per 12 ravioli e due bottiglie d'acqua. Posto assolutamente inutile, qualità del cibo discreta.",1,2017-01-21,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r453842776-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
472,472,1,1,-1,Senza infamia ne lode - Ghe Sem Monti,"Sono stata a cena con amici in questo locale, ho mangiato male? No. Ho mangiato bene? No. Ci tornerò? Ma anche no.  Il locale propone ravioli cinesi ma rivisitati in chiave italiana, ma questa ""fusione"" non è che faccia impazzire (alcuni ravioli erano buoni, altri insignificanti).  I dim sum più buoni erano quelli che ricordavano la tradizione orientale (quindi gambero o carne alla griglia): ergo lasciamo fare la pasta agli italiani e i dim sum ai cinesi.   La location è stata sistemata in modo raffazzonato, hanno giocato abbastanza bene con colori e neon così ad un primo sguardo la vista è catturata, poi in realtà quando ci si sofferma ad osservare meglio tutto è molto ""home made"", ma forse parlo per deformazione professionale.  Prezzo un po' altino per la quantità di ravioli. Non abbiamo bevuto cocktails quindi il conto finale non è salito.  Non credo ci ritornerò",3,2017-01-19,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r453268697-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
473,473,1,1,1,Molto carino e originale! - Ghe Sem Monti,"Locale piccolo, accogliente e molto colorato. La proposta è molto originale, dim sum con ripieni che riprendono gusti tipicamente italiani come la parmigiana o esotici, ma stravolti. Il menù degustazione, composto da 12 pezzi, è un ottimo modo per uscire sazi, provare cose molto origiNali e spendere il giusto. Servizio gentilissimo e divertente (ho un sacco di allergie e il cameriere mi ha aiutato molto) Offrono anche cocktail originali che però non abbiamo provato Servizio rapido. Ci tornerò volentieri",4,2017-01-16,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r452430860-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
474,474,1,1,1,Buono ma non ci tornerei - Ghe Sem Monti,"Essendo la prima volta, i miei amici e io abbiamo deciso di optare per il menù degustazione, che comprende 10 ravioli diversi al prezzo di 23€. L'idea (sia del tipo di locale che del menù degustazione) è molto carina, ma trovo che i prezzi siano alti per quanto e cosa si mangia, considerato anche che i cocktail hanno prezzi che vanno da 8€ in su (ma sono molto particolari) e i dolci costano 7€ (per me, piccoli e non particolarmente buoni). Personale gentile e disponibile. Originale, magari da provare, ma per l'esperienza fatta non ci tornerei.",3,2017-01-15,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r452121369-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
475,475,1,1,-1,Idea originale! - Ghe Sem Monti,"Siamo entrati per curiosità, ed è stata una piacevole sorpresa, i cocktail sono particolari e molto buoni, propongono diversi dim sum con ripieni rivisati, buoni. I camerieri gentili e simpatici! ",4,2017-01-15,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r452045902-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
476,476,1,1,1,Particolare ma i prezzi sono da rivedere - Ghe Sem Monti,"Sono stata al Ghe Sem un sabato sera per l'aperitivo. Il locale si presenta con vetrate sulla via e arredamento moderno. Si mangiano solo questi ravioloni che costituiscono un mix tra cucina orientale e italiana poiché come ripieno è possibile scegliere carbonara, parmigiana di melanzane, capesante, pesto...I ravioli sono molto buoni e il ripieno è spettacolare. Sul menu sono indicate porzioni da 2-3 ravioli a 4 euro di media. Calcolando che il cocktail è sugli 8-10 euro, ne viene fuori un aperitivo un po' caruccio senza aver mangiato a sazietà. Credo sia questa la ragione per cui il locale non era pieno di sabato sera. E' senz'altro da provare ma non ci si torna di frequente. Il servizio molto buono ma al momento del conto ci siamo ritrovati due cocktail addebitati due volte. Ci è stato detto che è un problema tecnico della cassa che devono risolvere. Fate attenzione",4,2017-01-12,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r451478595-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
477,477,1,1,1,Eccezionale! - Ghe Sem Monti,"Sono stata a pranzo in questo posticino dopo tempo che desideravo provarlo e.. l'attesa è valsa il desiderio! Non ho nessuna nota negativa, solo elogi. I ravioli sono preparati con cura e sono un trionfo di sapori, con abbinamenti che mai ci aspetteremmo di trovare in un raviolo al vapore, dato che la maggior parte delle persone sono abituati a quelli freddi e unti serviti agli all you can eat cinesi. Il personale è molto gentile e disponibile, con il sorriso sempre sulle labbra nonostante la stanchezza. Consiglio vivamente i Dim Sum ripieni di carbonara di mare e quelli con i gamberi alla griglia, ma penso di non poter escludere nessuno dalla lista. Non vedo l'ora di tornarci per provare quelli che non ho potuto provare! Ah, voto 10+ anche ai ravioli dolci ripieni di mascarpone. Fantastici! ",5,2017-01-08,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r450507907-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
478,478,1,1,1,Il servizio!!!!! - Ghe Sem Monti,"Ci siamo stati a cena perché abbiamo una passione per i dim Sun. Location accogliente anche se sembra più un bar che un ristorante. Ci siamo fatti consigliare alcuni assaggi specificando che non mangiamo ne formaggio né carne, risultato: sono arrivati ravioli col formaggio!!! Abbiamo chiesto acqua naturale non fredda ed è arrivata gassata e fredda. Ho chiesto un cocktail non forte e ne è arrivato uno molto strong. Insomma il cameriere dovrebbe cambiare mestiere. I ravioli comunque buoni ( soprattutto quelli di pesce) con un conto non proporzionato. Ci hanno portato un piatto di edamame non richiesto con gli aperitivi che pensavamo offerto, invece era nel conto... insomma, avete ancora molta strada da fare. Non ci torneremo anche perché con un miglior servizio ed una location migliore si mangiano ottimi dim Sun a Milano.",3,2017-01-08,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r450334299-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
479,479,1,1,1,Particolari ma quella volta ogni tanto - Ghe Sem Monti,"L'idea è originale, gusti della nostra tradizione nei tipici ravioli orientali. Vegetariani, di carne e di pesce, ci sono ravioli per tutti i gusti. Particolare quindi e bello assaggiarli un po' tutti, ma difficile uscirne sazi, e con un conto abbastanza salato (ogni gusto è composto da 2 ravioli in media, per un costo di circa 4,5-5 euro)..non ho solo apprezzato che prima di ordinare ti portano una porzione di edamame, che poi ti ritrovi nello scontrino! Se non compaiono a menù e vengono proposti come attesa dal cameriere personalmente credo siano offerti, ma forse ho inteso male io. Il cameriere comunque molto gentile e simpatico, nulla da dire sul servizio. In generale quindi lo consiglierei, almeno una volta dai. ",3,2017-01-04,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r449186159-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
480,480,1,1,1,Un'idea molto originale non - Ghe Sem Monti,"Sono stato a cena con amici, ed abbiamo provato i ravioli cinesi, rivisitati secondo la cucina italiana.  Il risultato è che non sempre questa ""fusione"" da ottimi risultati (alcuni ravioli erano buoni, altri, davvero immangiabili).  La location lascia molto a desiderare, soprattutto rispetto agli standard dei ristoranti milanesi, ed il prezzo (€35 a persona, con una bottiglia di vino e due bottiglie d'acqua), non è giustificato dalla qualità di ciò che abbiamo mangiato. Non credo ritornerò.",2,2017-01-04,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r449084086-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
481,481,-1,1,1,Ravioli....ne abbiamo? - Ghe Sem Monti,"Ottima idea quella di unire il raviolo tipico dei paesi asiatici, con i sapori del nostro paese! Esperimento riuscito, anche se alcuni sapori, tipo l'amatriciana, devono essere un po' rivisti. Locale piccolo per cui è meglio prenotare, soprattutto nel fine settimana. Personale giovane, simpatico e preparato.",4,2017-01-03,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r448759733-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
482,482,-1,1,-1,Bene ma non benissimo - Ghe Sem Monti,Siamo stati qui per cena. Locale piccolo e semplice. Ottimi i ravioli e le varie combinazioni. Personale un po' distratto e improvvisato. Cocktails sotto la media. Provato. Forse torneremo ,3,2017-01-01,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r448309440-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
483,483,1,1,1,Buono ma non convince - Ghe Sem Monti,"Siamo stati attirati dalle recensioni e dai consigli di conoscenti. Il posto è molto piccolo, ambiente accogliente. Personale cortese e attento. Il menu cambia con la stagionalità e infatti la carta non rispecchiava l'offerta della serata. Abbiamo preso un misto di dim sum per provare gusti differenti tra loro e due cocktail abbinati ma non ci ha convinto fino in fondo. Ci siamo alzati che avevamo ancora fame e abbiamo speso quasi 70€.. un po' caro per dei ravioli..",3,2016-12-29,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r447370741-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
484,484,-1,-1,1,Rivisitazione sublime del raviolo - Ghe Sem Monti,"Personale gentilissimo, la degustazione costa 23 euro a persona per 12 ravioli assortiti.  Meraviglioso il gambero, il cotechino, la parmigiana rispolverata con ricottina fresca, l'ossobuco con zafferano.  Degustazione perfetta per i neofiti, pre-consolidazione delle proprie preferenze.  Da provare assolutamente a Milano ",5,2016-12-27,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r446873846-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
485,485,1,1,1,Innovativo e buono ma poca offerta - Ghe Sem Monti,"Il locale è molto piccolo, consigliabile andare in 2/4 persone. È il tipico posto dove si cena anche sorseggiando un drink, ambiente molto easy, non c'è per niente atmosfera. La qualità dei ravioli è però ottima, vale la pena veramente assaggiarli tutti. I prezzi sono tendenzialmente buoni rispetto alla media milanese. Un grande limite è che in questo posto si possono mangiare solo ravioli al vapore, nient'altro! Non ci tornerei a breve perché sarebbe ripetitivo dato il menù davvero molto ridotto...forse è solo perché sono all'inizio! Sarebbe bello ci fosse più scelta soprattutto per quanto riguarda il pesce! ",4,2016-12-20,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r445714975-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
